"success","task","trial_type","trial_index","time_elapsed","internal_node_id","ID","condition","StartTime","EndTime","view_history","rt","stimulus","response","correct_answer","sentence_text","correct"
NULL,"classification_trial","html-button-response","42","166678","0.0-2.0-19.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1830","<p>思いついた言葉をすぐに書いている。</p>","1","出力","思いついた言葉をすぐに書いている。","1"
NULL,"feedback_trial","html-keyboard-response","43","167180","0.0-2.0-19.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","44","171038","0.0-2.0-20.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3857","<p>頭の中の話を形にしている。</p>","0","出力","頭の中の話を形にしている。",
NULL,"feedback_trial","html-keyboard-response","45","171538","0.0-2.0-20.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","46","182682","0.0-2.0-20.1-0.1","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"11143","<p>頭の中の話を形にしている。</p>","1","出力","頭の中の話を形にしている。","1"
NULL,"feedback_trial","html-keyboard-response","47","183184","0.0-2.0-20.1-1.1","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","48","185676","0.0-2.0-21.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"2492","<p>読みにくい部分を調整している。</p>","2","修正","読みにくい部分を調整している。","1"
NULL,"feedback_trial","html-keyboard-response","49","186177","0.0-2.0-21.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","50","187720","0.0-2.0-22.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1542","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","51","188222","0.0-2.0-22.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","52","190013","0.0-2.0-23.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1791","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","53","190514","0.0-2.0-23.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","54","195579","0.0-2.0-24.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"5065","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","55","196080","0.0-2.0-24.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","56","197332","0.0-2.0-25.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1251","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","57","197832","0.0-2.0-25.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","58","199705","0.0-2.0-26.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1873","<p>時系列を整理している。</p>","2","プランニング","時系列を整理している。",
NULL,"feedback_trial","html-keyboard-response","59","200207","0.0-2.0-26.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","60","205345","0.0-2.0-26.1-0.1","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"5138","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","61","205845","0.0-2.0-26.1-1.1","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","62","207415","0.0-2.0-27.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1570","<p>何となく窓の外を見ていた。</p>","3","その他","何となく窓の外を見ていた。","1"
NULL,"feedback_trial","html-keyboard-response","63","207918","0.0-2.0-27.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"task_description","html-keyboard-response","64","222586","0.0-3.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"14668","
      <p style=""text-align: left"">本課題では、<strong>あなたが考えたオリジナルの面白い物語を書いていただきます。</strong></p>
      <p style=""text-align: left"">その時に、いま覚えてもらった4種類の思考内容についてもお尋ねします。</p>
      <p><br><br></p>
      <p style=""text-align: left"">次に、本課題の前に行ってもらう課題の説明に移ります。準備ができたらスペースキーを押してください。</p>
    "," ",NULL,NULL,NULL
"1","FullScreen","fullscreen","0","7645","0.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"category_inst_tl","instructions","1","62586","0.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11","Array","54940",NULL,NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","2","65730","0.0-2.0-0.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"3143","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","3","66231","0.0-2.0-0.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","4","68162","0.0-2.0-1.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"1930","<p>文章をどんどんタイピングしている。</p>","0","出力","文章をどんどんタイピングしている。",
NULL,"feedback_trial","html-keyboard-response","5","68664","0.0-2.0-1.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","6","69914","0.0-2.0-1.1-0.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"1249","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","7","70415","0.0-2.0-1.1-1.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","8","72026","0.0-2.0-2.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"1610","<p>キャラクターの名前を入力している。</p>","0","出力","キャラクターの名前を入力している。",
NULL,"feedback_trial","html-keyboard-response","9","72528","0.0-2.0-2.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","10","74466","0.0-2.0-2.1-0.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"1938","<p>キャラクターの名前を入力している。</p>","3","出力","キャラクターの名前を入力している。",
NULL,"feedback_trial","html-keyboard-response","11","74967","0.0-2.0-2.1-1.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","12","75625","0.0-2.0-2.2-0.2","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"657","<p>キャラクターの名前を入力している。</p>","2","出力","キャラクターの名前を入力している。",
NULL,"feedback_trial","html-keyboard-response","13","76126","0.0-2.0-2.2-1.2","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","14","76754","0.0-2.0-2.3-0.3","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"627","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","15","77254","0.0-2.0-2.3-1.3","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","79722","0.0-2.0-3.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"2467","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","17","80223","0.0-2.0-3.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","82850","0.0-2.0-4.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"2626","<p>テーマに合った話を作ろうとしている。</p>","0","プランニング","テーマに合った話を作ろうとしている。","1"
NULL,"feedback_trial","html-keyboard-response","19","83350","0.0-2.0-4.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","86706","0.0-2.0-5.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"3355","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","21","87207","0.0-2.0-5.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","90562","0.0-2.0-6.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"3355","<p>内容を読み返して見直している。</p>","0","修正","内容を読み返して見直している。",
NULL,"feedback_trial","html-keyboard-response","23","91063","0.0-2.0-6.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","91794","0.0-2.0-6.1-0.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"730","<p>内容を読み返して見直している。</p>","1","修正","内容を読み返して見直している。",
NULL,"feedback_trial","html-keyboard-response","25","92296","0.0-2.0-6.1-1.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","93378","0.0-2.0-6.2-0.2","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"1081","<p>内容を読み返して見直している。</p>","2","修正","内容を読み返して見直している。","1"
NULL,"feedback_trial","html-keyboard-response","27","93878","0.0-2.0-6.2-1.2","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","96642","0.0-2.0-7.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"2763","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
NULL,"feedback_trial","html-keyboard-response","29","97144","0.0-2.0-7.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","98449","0.0-2.0-8.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"1305","<p>ストレッチをして体をほぐした。</p>","3","その他","ストレッチをして体をほぐした。","1"
NULL,"feedback_trial","html-keyboard-response","31","98950","0.0-2.0-8.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","105642","0.0-2.0-9.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"6691","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","0","その他","自分の書いた文字を眺めていたが、何も考えていなかった。",
NULL,"feedback_trial","html-keyboard-response","33","106143","0.0-2.0-9.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","34","106634","0.0-2.0-9.1-0.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"490","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","1","その他","自分の書いた文字を眺めていたが、何も考えていなかった。",
NULL,"feedback_trial","html-keyboard-response","35","107136","0.0-2.0-9.1-1.1","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","36","107578","0.0-2.0-9.2-0.2","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"441","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","3","その他","自分の書いた文字を眺めていたが、何も考えていなかった。","1"
NULL,"feedback_trial","html-keyboard-response","37","108079","0.0-2.0-9.2-1.2","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","38","110130","0.0-2.0-10.0-0.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,"2050","<p>思いついた言葉をすぐに書いている。</p>","0","出力","思いついた言葉をすぐに書いている。",
NULL,"feedback_trial","html-keyboard-response","39","110630","0.0-2.0-10.0-1.0","5041386","outline","2025/8/8 11:30:25","2025/8/8 11:33:11",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
